callsid,tonality_variations,call_date,call_duration_sec,non_human_like_voice_instances,asr_errors,incorrect_responses,repetition_by_bot,interruption_handling_error,hallucination_error,high_response_time_flag,bot_followed_script_flag,fatal_student_identified_ai,fatal_ai_off_script,fatal_call_others,call_outcome,introduction_correct_flag,qualification_executed_flag,preference_executed_flag,closing_correct_flag,comments
CALL_0005049,3,2025-11-11,142,0,0,0,0,0,0,True,True,False,False,False,Converted,True,True,False,True,
CALL_0005050,1,2025-11-30,153,1,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,False,False,True,"Good flow, minor ASR glitch."
CALL_0005051,2,2025-12-01,132,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005052,2,2025-11-05,152,0,0,0,0,0,0,False,True,False,False,False,NA,False,False,True,True,
CALL_0005053,2,2025-11-09,118,0,0,0,0,0,0,False,False,False,False,False,Warm,True,True,False,True,
CALL_0005054,3,2025-11-11,15,0,0,0,0,0,0,False,False,False,False,False,Cold,True,True,True,True,
CALL_0005055,2,2025-11-20,153,1,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,False,True,True,Student requested callback.
CALL_0005056,3,2025-11-16,214,1,0,0,0,0,0,False,True,False,False,False,Cold,True,True,False,True,
CALL_0005057,5,2025-12-01,129,1,0,0,0,0,0,False,True,False,False,False,NA,True,True,True,True,
CALL_0005058,1,2025-11-30,127,0,0,0,0,0,0,False,False,False,False,False,NA,True,False,False,False,
CALL_0005059,1,2025-11-29,186,0,0,0,0,0,0,False,False,False,False,False,Cold,True,False,False,False,
CALL_0005060,2,2025-11-05,107,0,0,0,0,0,0,False,True,False,False,False,Cold,False,True,True,True,
CALL_0005061,1,2025-11-16,207,0,0,0,0,0,0,False,True,False,False,False,Cold,True,False,True,True,Hallucination: incorrect info given.
CALL_0005062,2,2025-11-21,207,0,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,True,True,True,
CALL_0005063,2,2025-11-22,12,0,0,0,1,0,0,False,True,False,False,False,Cold,True,False,True,True,
CALL_0005064,2,2025-11-14,155,0,0,0,2,0,0,False,False,False,False,False,Cold,True,True,True,True,Hallucination: incorrect info given.
CALL_0005065,1,2025-12-01,173,1,0,0,0,0,0,False,False,False,False,False,Warm,True,False,True,False,
CALL_0005066,4,2025-11-15,96,1,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005067,1,2025-11-28,161,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005068,1,2025-11-05,101,0,0,0,1,0,0,False,True,False,False,False,Cold,True,False,True,False,
CALL_0005069,1,2025-11-04,186,0,0,0,0,0,0,True,True,False,False,False,NA,True,True,True,True,
CALL_0005070,1,2025-11-26,15,0,0,0,0,0,0,False,False,False,False,False,Hot,True,True,False,True,Hallucination: incorrect info given.
CALL_0005071,1,2025-11-20,150,0,0,0,0,0,0,False,False,False,False,False,Hot,True,True,False,False,"Good flow, minor ASR glitch."
CALL_0005072,1,2025-11-19,20,0,0,0,0,0,0,False,True,False,False,False,Hot,True,True,True,True,Bot repeated the same line twice.
CALL_0005073,1,2025-11-15,152,1,1,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005074,3,2025-11-04,240,1,0,0,0,0,0,False,True,False,False,False,Warm,True,True,False,True,
CALL_0005075,2,2025-11-07,17,0,0,0,2,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005076,4,2025-11-21,123,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,False,False,
CALL_0005077,3,2025-11-18,171,1,0,0,0,0,0,False,True,False,False,False,Cold,True,False,True,True,
CALL_0005078,3,2025-11-14,209,2,0,2,0,0,0,False,True,False,False,False,Converted,True,True,True,True,
CALL_0005079,0,2025-11-26,7,0,0,0,0,0,0,False,False,False,False,False,Warm,False,False,True,True,
CALL_0005080,0,2025-11-10,6,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,False,True,
CALL_0005081,2,2025-11-10,52,2,0,0,0,0,0,False,False,False,False,False,Cold,True,False,True,False,
CALL_0005082,1,2025-11-13,28,1,0,0,0,0,0,False,False,False,False,False,Callback Requested,True,True,True,True,
CALL_0005083,2,2025-11-03,12,0,0,0,0,0,0,False,False,False,False,False,Cold,True,False,False,True,
CALL_0005084,2,2025-11-11,191,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005085,1,2025-11-01,11,0,0,0,0,0,0,False,True,False,False,False,Hot,True,True,True,True,
CALL_0005086,2,2025-11-03,166,1,0,0,0,0,0,False,True,False,False,False,Converted,True,True,True,True,
CALL_0005087,1,2025-11-27,138,0,0,0,0,0,0,False,False,False,False,False,Callback Requested,False,False,False,True,
CALL_0005088,2,2025-11-14,198,0,0,0,0,0,0,False,True,False,False,False,Converted,True,True,True,True,High response time observed.
CALL_0005089,0,2025-11-30,119,0,0,0,0,0,0,False,False,False,False,False,Cold,True,False,False,True,
CALL_0005090,0,2025-11-13,8,0,0,0,0,0,0,False,True,False,False,False,Cold,True,False,True,True,Hallucination: incorrect info given.
CALL_0005091,2,2025-11-15,17,0,0,0,0,0,0,False,True,False,False,False,Warm,True,False,True,True,
CALL_0005092,5,2025-11-13,190,0,0,0,0,0,0,False,True,False,False,False,Cold,False,False,True,False,
CALL_0005093,0,2025-11-25,26,0,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,True,True,True,Script followed but closing weak.
CALL_0005094,3,2025-11-12,11,0,0,0,0,0,0,False,False,False,False,False,Cold,True,True,True,True,
CALL_0005095,2,2025-11-30,11,0,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,False,False,True,Non-human voice detected.
CALL_0005096,2,2025-11-21,109,0,0,0,0,0,0,False,True,False,False,False,Warm,True,True,True,True,
CALL_0005097,3,2025-11-20,25,1,0,0,0,0,0,False,True,False,False,False,Converted,True,False,True,True,
CALL_0005098,1,2025-11-17,158,1,0,0,0,0,0,False,False,False,False,False,Cold,True,True,True,True,
CALL_0005099,1,2025-11-13,102,1,0,0,3,0,0,False,True,False,False,False,Cold,False,True,True,True,
CALL_0005100,3,2025-11-30,10,0,0,0,0,0,0,True,True,False,False,False,Cold,True,True,False,True,
CALL_0005101,1,2025-11-07,20,0,1,0,0,0,0,False,False,False,False,False,Cold,True,True,True,True,
CALL_0005102,2,2025-11-28,204,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005103,3,2025-11-04,165,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,False,True,
CALL_0005104,5,2025-11-14,80,0,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,True,False,True,
CALL_0005105,0,2025-11-16,30,0,0,0,0,0,0,False,False,False,False,False,Converted,True,True,True,True,
CALL_0005106,1,2025-11-22,123,0,0,0,0,0,0,False,True,False,False,False,Cold,True,False,True,False,
CALL_0005107,2,2025-11-10,148,1,0,0,0,0,0,False,True,False,False,False,Converted,True,True,False,True,Script followed but closing weak.
CALL_0005108,2,2025-11-08,8,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005109,1,2025-11-29,66,0,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,False,False,True,
CALL_0005110,2,2025-11-11,168,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005111,1,2025-11-12,40,0,0,0,0,0,0,False,True,False,False,False,Cold,True,False,True,False,Flat voice; empathy missed.
CALL_0005112,2,2025-11-10,161,1,0,0,0,0,0,False,True,False,False,False,Warm,True,True,True,True,
CALL_0005113,2,2025-11-20,234,0,0,0,0,0,0,True,False,False,False,False,Cold,False,False,True,True,
CALL_0005114,0,2025-11-06,237,0,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,True,True,True,
CALL_0005115,1,2025-11-01,103,0,1,0,0,0,0,False,True,False,False,False,Converted,True,True,True,True,
CALL_0005116,1,2025-11-14,19,0,0,0,0,0,0,False,False,False,False,False,Cold,True,False,False,True,
CALL_0005117,0,2025-11-01,176,0,0,0,0,0,0,True,True,False,False,False,Warm,False,True,True,True,
CALL_0005118,2,2025-11-02,96,0,0,0,0,0,0,False,False,False,False,False,Cold,True,False,True,True,
CALL_0005119,1,2025-11-20,10,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005120,2,2025-11-23,211,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005121,1,2025-11-02,177,1,0,0,0,0,0,False,True,False,False,False,NA,True,False,True,True,
CALL_0005122,1,2025-11-29,160,1,0,0,0,0,0,False,True,False,False,False,Converted,True,True,False,False,
CALL_0005123,1,2025-11-22,84,0,0,0,0,0,0,False,True,False,False,False,Cold,False,True,True,True,
CALL_0005124,2,2025-11-10,149,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005125,1,2025-11-02,136,1,0,0,0,0,0,False,True,False,False,False,Cold,True,False,True,True,
CALL_0005126,1,2025-11-03,24,0,0,2,0,0,0,False,True,False,False,False,Cold,True,True,True,True,Student requested callback.
CALL_0005127,3,2025-11-11,23,1,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,True,False,True,Non-human voice detected.
CALL_0005128,1,2025-11-07,149,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005129,4,2025-11-19,75,0,1,0,0,0,0,False,True,False,False,False,Cold,True,False,False,False,"Good flow, minor ASR glitch."
CALL_0005130,2,2025-11-01,155,0,0,0,0,0,0,False,True,False,False,False,Warm,True,True,False,True,High response time observed.
CALL_0005131,1,2025-11-24,72,1,0,0,0,0,0,False,False,False,False,False,Callback Requested,True,True,True,True,
CALL_0005132,1,2025-11-13,277,2,0,0,0,0,0,True,True,False,False,False,Cold,True,True,True,False,
CALL_0005133,1,2025-11-27,125,1,0,0,0,0,0,False,True,False,False,False,Warm,True,True,True,True,
CALL_0005134,1,2025-11-17,9,1,0,0,0,0,0,False,True,False,False,False,Cold,True,False,True,False,
CALL_0005135,0,2025-11-25,140,1,0,0,0,0,0,False,False,False,False,False,Cold,True,True,False,True,
CALL_0005136,1,2025-11-28,25,0,0,0,0,0,0,True,True,False,False,False,Cold,True,True,True,False,High response time observed.
CALL_0005137,1,2025-11-05,24,0,0,0,3,0,0,False,True,False,False,False,NA,True,False,False,True,
CALL_0005138,2,2025-11-04,237,1,0,0,0,0,0,False,True,False,False,False,Hot,True,True,True,True,
CALL_0005139,2,2025-11-26,43,0,0,0,0,0,0,True,True,False,False,False,Cold,True,True,False,False,Flat voice; empathy missed.
CALL_0005140,2,2025-11-29,18,0,0,0,0,0,0,False,True,False,False,False,Warm,True,True,True,True,
CALL_0005141,0,2025-11-29,29,0,0,0,0,0,0,True,True,False,False,False,Cold,False,True,False,True,Non-human voice detected.
CALL_0005142,2,2025-11-11,131,1,0,0,0,0,0,False,True,False,False,False,Hot,True,False,True,True,
CALL_0005143,1,2025-11-02,59,1,0,0,0,0,0,False,True,False,False,False,Cold,True,False,True,True,Bot repeated the same line twice.
CALL_0005144,1,2025-11-15,142,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,False,True,
CALL_0005145,1,2025-11-16,201,0,0,0,0,0,0,False,False,False,False,False,Cold,True,True,True,True,
CALL_0005146,2,2025-11-01,69,0,0,0,0,0,0,False,True,False,False,False,NA,True,True,False,True,
CALL_0005147,2,2025-11-23,168,2,0,0,0,0,0,False,False,False,False,False,Cold,True,True,True,True,
CALL_0005148,1,2025-11-16,175,1,0,0,0,0,0,False,True,False,False,False,Cold,True,False,False,True,
CALL_0005149,1,2025-11-15,5,0,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,True,True,True,
CALL_0005150,1,2025-11-14,29,0,0,0,0,0,0,False,True,False,False,False,Cold,True,False,True,False,
CALL_0005151,2,2025-11-09,30,0,0,0,0,0,0,True,False,False,False,False,Converted,True,True,True,False,
CALL_0005152,1,2025-11-24,267,1,0,0,0,0,0,False,False,False,False,False,Hot,True,False,True,True,
CALL_0005153,2,2025-12-01,14,0,0,0,0,0,0,False,True,False,False,False,Cold,False,True,False,False,
CALL_0005154,1,2025-11-08,21,1,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,False,True,True,
CALL_0005155,1,2025-11-16,21,0,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,True,True,True,
CALL_0005156,1,2025-11-29,101,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,False,
CALL_0005157,0,2025-11-12,140,0,0,0,0,0,0,False,True,False,False,False,NA,True,True,False,False,
CALL_0005158,2,2025-11-02,17,0,0,0,0,0,0,False,False,False,False,False,NA,True,False,True,True,
CALL_0005159,1,2025-11-05,200,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005160,1,2025-11-27,17,1,0,0,0,0,0,False,True,False,True,False,Cold,True,False,True,False,
CALL_0005161,2,2025-11-10,223,0,0,0,0,0,0,False,True,False,False,False,Cold,False,False,True,True,
CALL_0005162,2,2025-11-29,6,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,False,True,
CALL_0005163,3,2025-11-24,213,1,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005164,1,2025-11-19,14,1,0,0,0,0,0,False,True,False,False,False,NA,True,True,True,True,Hallucination: incorrect info given.
CALL_0005165,1,2025-11-27,197,0,0,0,0,0,0,False,True,False,False,False,Cold,True,False,False,True,Script followed but closing weak.
CALL_0005166,3,2025-11-28,7,1,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,True,True,True,
CALL_0005167,1,2025-11-04,131,1,0,0,0,0,0,False,True,False,False,False,Cold,True,False,True,False,
CALL_0005168,2,2025-11-30,30,1,0,0,0,0,0,False,True,False,False,False,Cold,True,True,False,True,
CALL_0005169,2,2025-11-11,13,1,0,0,0,0,0,False,False,False,False,False,Warm,True,True,False,False,
CALL_0005170,2,2025-11-17,162,1,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005171,3,2025-11-21,13,0,0,0,0,0,0,True,False,False,False,False,Warm,True,True,True,True,
CALL_0005172,0,2025-11-27,133,0,0,0,0,0,0,False,True,False,False,False,NA,True,True,True,True,
CALL_0005173,1,2025-11-10,11,2,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,Non-human voice detected.
CALL_0005174,2,2025-11-11,144,1,0,0,0,0,0,False,True,False,False,False,Cold,True,True,False,True,
CALL_0005175,2,2025-11-18,265,1,0,0,0,0,1,False,False,False,False,False,Cold,True,False,False,True,Script followed but closing weak.
CALL_0005176,2,2025-11-20,128,1,0,0,0,0,0,False,True,False,False,False,Warm,True,True,True,True,
CALL_0005177,1,2025-11-18,185,1,0,0,0,0,0,True,True,False,False,False,Cold,False,True,False,True,
CALL_0005178,3,2025-11-20,112,0,0,0,0,0,0,False,True,False,False,False,NA,True,True,True,True,
CALL_0005179,1,2025-11-02,22,0,0,0,0,0,0,True,True,False,False,False,Cold,True,True,True,True,
CALL_0005180,1,2025-11-12,105,1,1,0,0,0,0,False,True,False,False,False,Cold,False,True,True,True,
CALL_0005181,0,2025-11-18,28,1,0,0,0,0,0,False,False,False,False,False,Warm,True,True,True,True,Script followed but closing weak.
CALL_0005182,1,2025-11-30,7,1,0,0,0,0,0,False,True,False,False,False,Warm,True,True,False,True,
CALL_0005183,1,2025-11-06,210,0,0,0,0,0,0,False,True,False,False,False,NA,True,True,True,True,
CALL_0005184,1,2025-11-08,27,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005185,2,2025-11-18,123,0,0,0,0,0,0,False,True,False,False,False,Warm,True,False,True,True,Non-human voice detected.
CALL_0005186,0,2025-11-24,169,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,False,False,
CALL_0005187,2,2025-11-09,175,1,0,0,0,0,0,False,True,False,False,False,Warm,True,True,True,True,
CALL_0005188,2,2025-11-24,171,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005189,2,2025-11-23,161,1,0,0,0,0,0,False,True,False,False,False,Cold,True,False,True,True,
CALL_0005190,3,2025-11-14,123,2,0,0,1,0,0,False,True,False,False,False,Cold,True,True,True,True,Student requested callback.
CALL_0005191,1,2025-11-20,123,0,0,0,0,0,0,False,True,False,False,False,Cold,True,False,True,True,
CALL_0005192,0,2025-11-27,201,0,0,0,0,0,0,False,True,False,False,False,NA,False,True,False,False,
CALL_0005193,1,2025-11-25,231,0,0,0,0,0,0,False,True,False,False,False,Cold,True,False,True,True,
CALL_0005194,1,2025-11-27,11,0,0,0,0,0,0,False,True,False,False,False,Warm,True,True,False,False,
CALL_0005195,2,2025-11-12,26,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005196,3,2025-11-19,193,0,0,1,0,0,0,False,True,False,False,False,Cold,True,True,False,True,
CALL_0005197,2,2025-11-19,24,1,0,0,0,0,0,False,False,False,False,False,Cold,False,True,False,False,Script followed but closing weak.
CALL_0005198,3,2025-11-18,126,1,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005199,3,2025-11-21,189,1,0,0,0,0,0,False,True,False,False,False,Cold,False,True,False,True,
CALL_0005200,1,2025-11-14,81,0,2,0,0,0,0,False,True,False,False,False,Cold,False,True,False,True,"Good flow, minor ASR glitch."
CALL_0005201,3,2025-11-08,52,0,0,0,0,0,0,False,True,False,False,False,Cold,False,True,True,True,Non-human voice detected.
CALL_0005202,1,2025-12-01,9,1,0,0,0,0,0,False,True,False,False,False,Hot,True,True,False,False,
CALL_0005203,1,2025-11-04,13,1,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005204,2,2025-11-12,25,2,0,0,0,0,0,False,True,False,False,False,Converted,True,True,False,True,
CALL_0005205,1,2025-11-04,8,0,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,True,False,True,Hallucination: incorrect info given.
CALL_0005206,2,2025-11-20,10,2,2,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,Hallucination: incorrect info given.
CALL_0005207,1,2025-11-29,19,1,0,0,0,0,0,False,True,False,False,False,Cold,False,False,True,True,
CALL_0005208,4,2025-11-26,91,0,0,0,2,0,0,False,True,False,False,False,Warm,True,True,True,True,
CALL_0005209,1,2025-11-23,194,1,0,0,0,0,0,False,False,False,False,False,Cold,True,True,True,False,
CALL_0005210,1,2025-11-05,11,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005211,1,2025-11-05,175,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,False,True,
CALL_0005212,2,2025-11-01,162,0,0,0,0,0,0,True,False,False,False,False,Callback Requested,True,True,True,True,
CALL_0005213,2,2025-11-15,78,0,0,0,0,0,0,False,True,False,False,False,Warm,True,False,True,True,
CALL_0005214,2,2025-11-21,170,1,0,0,0,0,0,False,True,False,False,False,Cold,False,False,False,False,Non-human voice detected.
CALL_0005215,1,2025-11-14,61,0,0,0,0,0,0,False,True,False,False,False,Warm,False,False,True,True,Flat voice; empathy missed.
CALL_0005216,2,2025-11-20,226,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,Hallucination: incorrect info given.
CALL_0005217,1,2025-11-09,83,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005218,1,2025-11-01,226,1,0,0,0,0,0,True,True,False,False,False,Cold,True,False,True,True,
CALL_0005219,3,2025-11-23,17,1,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,False,
CALL_0005220,1,2025-11-20,114,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,False,True,
CALL_0005221,1,2025-11-12,18,0,0,0,0,0,0,False,True,False,False,False,Cold,False,False,False,True,
CALL_0005222,5,2025-11-29,185,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005223,3,2025-11-25,87,0,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,True,True,False,
CALL_0005224,1,2025-11-24,294,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005225,1,2025-11-06,120,0,0,0,0,0,0,False,True,False,False,False,Warm,True,False,False,True,High response time observed.
CALL_0005226,1,2025-11-07,222,0,0,0,0,0,0,False,False,False,False,False,Cold,True,True,True,True,High response time observed.
CALL_0005227,3,2025-11-25,195,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005228,1,2025-11-13,135,0,1,0,0,0,0,False,True,False,False,False,Cold,True,False,False,False,"Good flow, minor ASR glitch."
CALL_0005229,1,2025-11-27,224,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005230,3,2025-11-10,5,0,0,0,0,0,0,False,False,False,False,False,Warm,True,True,True,True,Bot repeated the same line twice.
CALL_0005231,1,2025-11-10,123,0,0,0,0,0,0,True,True,False,False,False,Cold,False,True,False,True,
CALL_0005232,3,2025-11-23,5,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005233,2,2025-11-30,5,0,0,0,0,0,0,False,False,False,False,False,Cold,True,True,False,True,
CALL_0005234,2,2025-11-11,257,1,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,True,True,True,"Good flow, minor ASR glitch."
CALL_0005235,2,2025-11-18,140,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,False,True,Hallucination: incorrect info given.
CALL_0005236,1,2025-11-13,163,1,2,0,0,0,0,False,True,False,False,False,NA,True,True,True,False,
CALL_0005237,4,2025-11-17,23,0,0,0,0,0,0,False,True,False,False,False,NA,True,True,True,True,Flat voice; empathy missed.
CALL_0005238,2,2025-11-15,145,0,0,0,0,0,0,True,True,False,False,False,Warm,True,False,False,False,
CALL_0005239,1,2025-11-19,177,0,0,0,0,0,0,False,True,False,False,False,Cold,False,True,True,True,
CALL_0005240,3,2025-11-08,153,0,0,0,0,0,0,False,False,False,False,False,Cold,True,True,True,True,
CALL_0005241,3,2025-11-09,147,0,0,0,0,2,0,False,False,False,False,False,Converted,True,True,False,False,"Good flow, minor ASR glitch."
CALL_0005242,2,2025-11-17,238,1,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005243,2,2025-11-25,208,1,1,0,0,0,0,False,True,False,False,False,Converted,False,True,True,True,
CALL_0005244,3,2025-11-27,24,0,0,0,3,0,0,False,True,False,False,False,Cold,True,True,True,False,
CALL_0005245,1,2025-11-20,24,1,0,0,0,0,0,False,True,False,False,False,Callback Requested,False,False,True,True,Flat voice; empathy missed.
CALL_0005246,1,2025-11-05,9,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,False,
CALL_0005247,2,2025-11-10,95,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005248,0,2025-11-21,24,0,0,0,1,0,0,False,True,False,False,False,Warm,False,True,False,True,
CALL_0005249,1,2025-11-02,201,0,0,0,0,0,0,False,False,False,False,False,Cold,True,True,True,True,
CALL_0005250,1,2025-11-21,178,0,0,0,0,0,0,False,True,False,False,False,Cold,False,True,True,True,
CALL_0005251,1,2025-11-12,8,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005252,5,2025-11-14,238,0,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,False,True,False,
CALL_0005253,1,2025-11-14,23,0,0,0,3,0,0,False,True,False,False,False,Cold,True,True,False,True,
CALL_0005254,1,2025-11-13,19,1,0,0,0,0,0,False,True,False,False,False,Converted,True,False,False,False,
CALL_0005255,0,2025-11-15,8,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005256,0,2025-11-13,301,0,0,0,0,0,0,False,False,False,False,False,Cold,True,True,True,False,
CALL_0005257,3,2025-11-26,237,0,0,0,0,0,0,False,False,False,False,False,Cold,True,True,True,True,
CALL_0005258,1,2025-11-05,86,2,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,True,True,False,
CALL_0005259,3,2025-12-01,21,0,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,False,False,True,
CALL_0005260,1,2025-11-30,42,1,0,0,0,0,0,False,True,False,False,False,Cold,False,False,True,True,
CALL_0005261,2,2025-11-12,19,0,0,0,0,0,0,False,True,False,False,False,Cold,True,False,True,False,
CALL_0005262,1,2025-11-11,152,0,0,0,0,0,2,False,True,False,False,False,Warm,True,True,True,True,
CALL_0005263,0,2025-11-17,158,0,0,0,0,0,0,False,False,False,False,False,NA,True,True,False,False,High response time observed.
CALL_0005264,2,2025-11-29,266,0,3,0,0,0,0,False,False,False,False,False,NA,True,False,True,False,
CALL_0005265,1,2025-11-04,30,1,0,0,0,0,0,True,True,False,False,False,Warm,True,True,True,True,
CALL_0005266,2,2025-11-24,215,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,False,
CALL_0005267,4,2025-11-03,25,0,0,0,0,0,0,False,True,False,False,False,Warm,True,True,True,True,
CALL_0005268,2,2025-11-12,90,1,1,0,0,0,0,False,True,False,False,False,Warm,True,True,True,True,
CALL_0005269,1,2025-11-08,23,0,0,0,0,0,0,False,True,False,False,False,Warm,True,False,True,True,
CALL_0005270,2,2025-11-28,14,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,Hallucination: incorrect info given.
CALL_0005271,2,2025-11-14,19,1,0,0,0,0,0,True,True,False,False,False,Cold,True,True,True,True,
CALL_0005272,2,2025-11-06,24,0,0,0,0,0,0,True,False,False,False,False,Warm,False,True,True,True,Script followed but closing weak.
CALL_0005273,2,2025-11-12,23,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0005274,2,2025-11-04,13,0,0,0,0,0,0,False,True,False,False,False,NA,True,True,True,False,
CALL_0005275,3,2025-11-28,6,1,0,0,0,0,0,False,False,False,False,False,Converted,True,True,True,True,
CALL_0005276,1,2025-11-29,182,0,0,0,0,0,0,False,False,False,False,False,Cold,True,False,True,False,Flat voice; empathy missed.
CALL_0005277,2,2025-11-18,25,0,0,0,0,0,0,False,True,False,False,False,Warm,True,False,True,True,
CALL_0005278,1,2025-11-27,6,0,0,0,0,0,0,False,True,True,False,False,Cold,False,False,True,True,
CALL_0005279,3,2025-11-27,115,0,0,0,0,0,0,False,True,False,False,False,Cold,True,False,True,True,Flat voice; empathy missed.
CALL_0005280,2,2025-11-22,146,0,0,0,0,0,0,False,False,False,False,False,Cold,True,False,True,False,
CALL_0005281,1,2025-11-05,210,1,0,0,0,0,0,True,False,False,False,False,Cold,True,True,False,True,
CALL_0005282,0,2025-11-01,14,1,0,0,0,0,0,False,True,False,False,False,Cold,True,False,True,True,"Good flow, minor ASR glitch."
CALL_0005283,2,2025-11-25,199,1,0,0,0,0,0,False,True,False,False,False,Cold,False,False,True,True,
CALL_0005284,2,2025-11-04,96,1,0,0,0,0,0,False,True,False,False,False,Cold,True,True,False,True,Student requested callback.
CALL_0005285,1,2025-11-18,33,1,0,0,0,0,0,False,True,False,False,False,Cold,False,False,False,True,
CALL_0005286,2,2025-11-25,209,0,0,0,0,0,0,False,True,False,False,False,Cold,True,False,False,True,High response time observed.
CALL_0005287,2,2025-11-26,29,0,0,0,0,0,0,False,False,False,False,False,Cold,True,True,True,True,
CALL_0005288,0,2025-11-06,264,1,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,True,True,True,
CALL_0005289,1,2025-11-25,126,2,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,True,True,True,
CALL_0005290,1,2025-11-14,242,0,0,0,0,0,0,False,False,False,False,False,Cold,True,True,False,True,
CALL_0005291,1,2025-11-02,149,0,1,0,0,0,0,False,True,False,False,False,Cold,True,False,False,True,Flat voice; empathy missed.
CALL_0005292,1,2025-11-01,10,0,0,0,0,0,0,False,True,False,False,False,Cold,True,False,False,False,
